idx,process,process_general,origin,origin_region,roast,grind,arabica_percentage,pure_arabica,washed,natural,fermented_traditional,fermented_closed_tank,brewing_method
693,Natural,Natural,Panama,Latam,dark,beans,92,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
694,Natural,Natural,"Etiopia, Brazylia",Mixed,dark,beans,80,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
695,Washed,Washed,Gwatemala,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
696,Natural,Natural,Burundi,Africa,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
697,Natural,Natural,Panama,Latam,dark,beans,65,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
698,Natural,Natural,Panama,Latam,dark,beans,35,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
699,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
700,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
701,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
702,Washed,Washed,Brazylia,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
703,Washed,Washed,Brazylia,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
704,Washed,Washed,Peru,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
705,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,dark,ground,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
706,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
707,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,dark,ground,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
708,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
709,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
710,Semi-Carbonic Maceration,Fermented,Brazylia,Latam,dark,beans,100,TRUE,FALSE,FALSE,FALSE,FALSE,espresso
711,Semi-Washed Kombucha Experiment,Fermented,Brazylia,Latam,dark,beans,70,FALSE,TRUE,FALSE,FALSE,TRUE,espresso
712,Washed,Washed,Kolumbia,Latam,dark,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
713,Natural,Natural,Nikaragua,Latam,dark,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
714,Natural,Natural,Salwador,Latam,dark,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
715,Natural,Natural,Etiopia,Africa,dark,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
716,Semi-Carbonic Maceration,Fermented,Etiopia,Africa,dark,beans,100,TRUE,FALSE,FALSE,FALSE,FALSE,espresso
717,Semi-Carbonic Maceration,Fermented,Etiopia,Africa,dark,beans,100,TRUE,FALSE,FALSE,FALSE,FALSE,espresso
718,Washed,Washed,Kolumbia,Latam,dark,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
719,Washed,Washed,Kolumbia,Latam,dark,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
720,Washed,Washed,Peru,Latam,dark,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
721,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,dark,ground,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
722,Pulped natural,Hybrid,"Brazylia, Indie",Mixed,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
723,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
724,Washed,Washed,Kolumbia,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
725,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
726,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
727,Natural,Natural,Kenia,Africa,medium,beans,80,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
728,Washed,Washed,"Etiopia, Kolumbia",Mixed,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
729,Natural,Natural,Etiopia,Africa,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
730,Natural,Natural,Etiopia,Africa,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
731,Washed,Washed,"Brazylia, Kolumbia",Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
732,Washed,Washed,Kolumbia,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
733,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
734,Pulped natural,Hybrid,Brazylia,Latam,dark,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
735,Washed,Washed,Gwatemala,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
736,Washed,Washed,Kolumbia,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
737,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
738,Washed,Washed,Kolumbia,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
739,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,dark,ground,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
740,Natural,Natural,"Honduras, Kolumbia, Peru",Latam,dark,beans,70,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
741,Natural,Natural,Panama,Latam,dark,beans,60,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
742,Semi-Washed Kombucha Experiment,Fermented,Etiopia,Africa,dark,ground,30,FALSE,TRUE,FALSE,FALSE,TRUE,espresso
743,Rum Aged,Fermented,Laos,Asia,dark,ground,70,FALSE,FALSE,FALSE,FALSE,FALSE,espresso
744,Natural,Natural,"Honduras, Kolumbia, Peru",Latam,dark,beans,70,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
745,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,dark,ground,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
746,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
747,Natural,Natural,Kenia,Africa,medium,beans,90,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
748,Washed,Washed,"Peru, Etiopia",Mixed,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
749,Natural,Natural,Kenia,Africa,medium,beans,85,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
750,Washed,Washed,Brazylia,Latam,dark,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
751,Washed,Washed,Gwatemala,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
752,Pulped natural,Hybrid,"Brazylia, Indie",Mixed,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
753,Washed,Washed,Peru,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
754,Natural,Natural,Kenia,Africa,medium,beans,60,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
755,Natural,Natural,Kenia,Africa,medium,beans,80,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
756,Natural,Natural,"Etiopia, Brazylia",Mixed,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
757,Semi-Carbonic Maceration,Fermented,"Brazylia, Kolumbia",Latam,medium,ground,100,TRUE,FALSE,FALSE,FALSE,FALSE,espresso
758,Pulped natural,Hybrid,"Brazylia, Indie",Mixed,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
759,Washed,Washed,"Brazylia, Gwatemala, Kostaryka",Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
760,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
761,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
762,Washed,Washed,"Etiopia, Kolumbia",Mixed,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
763,Pulped natural,Hybrid,Brazylia,Latam,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
764,Pulped natural,Hybrid,Brazylia,Latam,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
765,Washed,Washed,Kolumbia,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
766,Natural,Natural,Etiopia,Africa,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
767,Natural,Natural,Etiopia,Africa,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
768,Washed,Washed,Etiopia,Africa,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
769,Natural,Natural,"Etiopia, Brazylia",Mixed,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
770,Natural,Natural,"Etiopia, Brazylia",Mixed,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
771,Natural,Natural,"Etiopia, Brazylia, Kolumbia",Mixed,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
772,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
773,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
774,Washed,Washed,"Brazylia, Gwatemala, Etiopia",Mixed,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
775,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
776,Natural,Natural,Panama,Latam,dark,beans,84,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
777,Pulped natural,Hybrid,"Kenia, Indie",Mixed,dark,ground,95,FALSE,TRUE,TRUE,FALSE,FALSE,espresso
778,Pulped natural,Hybrid,"Kenia, Indie",Mixed,dark,ground,95,FALSE,TRUE,TRUE,FALSE,FALSE,espresso
779,Rum Aged,Fermented,Laos,Asia,dark,ground,70,FALSE,FALSE,FALSE,FALSE,FALSE,espresso
780,Rum Aged,Fermented,"Brazylia, Indie",Mixed,dark,ground,80,FALSE,FALSE,FALSE,FALSE,FALSE,espresso
781,Pulped natural,Hybrid,Brazylia,Latam,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
782,Pulped natural,Hybrid,"Brazylia, Indie",Mixed,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
783,Natural,Natural,Panama,Latam,dark,beans,40,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
784,Natural,Natural,Kenia,Africa,medium,beans,30,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
785,Pulped natural,Hybrid,"Etiopia, Brazylia",Mixed,medium,beans,50,FALSE,TRUE,TRUE,FALSE,FALSE,espresso
786,Natural,Natural,"Honduras, Kolumbia, Peru",Latam,dark,beans,70,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
787,Semi-Washed Kombucha Experiment,Fermented,"Etiopia, Gwatemala",Mixed,dark,ground,0,FALSE,TRUE,FALSE,FALSE,TRUE,espresso
788,Semi-washed,Semi-washed,"Honduras, Kolumbia, Peru",Latam,dark,beans,100,TRUE,TRUE,FALSE,TRUE,FALSE,espresso
789,Washed,Washed,Brazylia,Latam,dark,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
790,Natural,Natural,Etiopia,Africa,dark,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
791,Washed,Washed,"Etiopia, Gwatemala",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
792,Washed,Washed,"Salwador, Indie",Mixed,dark,beans,75,FALSE,TRUE,FALSE,FALSE,FALSE,espresso
793,Natural,Natural,"Etiopia, Brazylia",Mixed,dark,beans,80,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
794,Natural,Natural,Panama,Latam,dark,beans,40,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
795,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
796,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
797,Natural,Natural,Kenia,Africa,medium,beans,80,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
798,Pulped natural,Hybrid,"Kenia, Indie",Mixed,dark,ground,90,FALSE,TRUE,TRUE,FALSE,FALSE,espresso
799,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
800,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
801,Washed,Washed,"Brazylia, Honduras",Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
802,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
803,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
804,Natural,Natural,Panama,Latam,dark,beans,60,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
805,Experimental,Experimental,Uganda,Africa,medium,beans,100,TRUE,FALSE,FALSE,FALSE,FALSE,espresso
806,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,dark,ground,30,FALSE,TRUE,FALSE,FALSE,FALSE,espresso
807,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,dark,ground,30,FALSE,TRUE,FALSE,FALSE,FALSE,espresso
808,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
809,Rum Aged,Fermented,"Brazylia, Indie",Mixed,dark,ground,80,FALSE,FALSE,FALSE,FALSE,FALSE,espresso
810,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
811,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
812,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
813,Washed,Washed,"Brazylia, Gwatemala",Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
814,Washed,Washed,"Peru, Gwatemala",Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
815,Natural,Natural,Burundi,Africa,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
816,Washed,Washed,"Brazylia, Kostaryka, Nikaragua",Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
817,Natural,Natural,"Etiopia, Brazylia",Mixed,dark,beans,80,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
818,Natural,Natural,Panama,Latam,dark,beans,60,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
819,Washed,Washed,"Honduras, Kolumbia, Peru",Latam,dark,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
820,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
821,Washed,Washed,Brazylia,Latam,dark,ground,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
822,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Indie",Mixed,dark,beans,78,FALSE,TRUE,FALSE,FALSE,TRUE,espresso
823,Pulped natural,Hybrid,Honduras,Latam,dark,ground,85,FALSE,TRUE,TRUE,FALSE,FALSE,espresso
824,Washed,Washed,Brazylia,Latam,dark,ground,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
825,Washed,Washed,Brazylia,Latam,dark,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
826,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Indie",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
827,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Indie",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
828,Washed,Washed,Peru,Latam,dark,ground,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
829,Washed,Washed,"Salwador, Indie",Mixed,dark,beans,75,FALSE,TRUE,FALSE,FALSE,FALSE,espresso
830,Semi-Carbonic Maceration,Fermented,Brazylia,Latam,dark,beans,100,TRUE,FALSE,FALSE,FALSE,FALSE,espresso
831,Washed,Washed,Burundi,Africa,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
832,Washed,Washed,Kolumbia,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
833,Anaerobic,Fermented,Kolumbia,Latam,medium,beans,100,TRUE,FALSE,FALSE,FALSE,TRUE,espresso
834,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
835,Pulped natural,Hybrid,Indonezja,Asia,dark,ground,55,FALSE,TRUE,TRUE,FALSE,FALSE,espresso
836,Honey,Honey,Laos,Asia,medium,beans,0,FALSE,TRUE,TRUE,TRUE,FALSE,espresso
837,Washed,Washed,"Brazylia, Kolumbia",Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
838,Washed,Washed,Kolumbia,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
839,Washed,Washed,Kolumbia,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
840,Natural,Natural,Etiopia,Africa,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
841,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
842,Washed,Washed,Papua Nowa Gwinea,Africa,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
843,Washed,Washed,Gwatemala,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
844,Washed,Washed,"Brazylia, Honduras",Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
845,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
846,Washed,Washed,Kolumbia,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
847,Washed,Washed,Meksyk,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
848,Natural,Natural,Panama,Latam,dark,beans,90,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
849,Pulped natural,Hybrid,"Brazylia, Indie",Mixed,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
850,Natural,Natural,Kenia,Africa,medium,beans,80,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
851,Natural,Natural,Kenia,Africa,medium,beans,80,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
852,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,dark,ground,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
853,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,dark,ground,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
854,Rum Aged,Fermented,Gwatemala,Latam,light,beans,0,FALSE,FALSE,FALSE,FALSE,FALSE,"drip, espresso"
855,Rum Aged,Fermented,Gwatemala,Latam,light,beans,0,FALSE,FALSE,FALSE,FALSE,FALSE,"drip, espresso"
856,Rum Aged,Fermented,Gwatemala,Latam,light,beans,0,FALSE,FALSE,FALSE,FALSE,FALSE,"drip, espresso"
857,Honey + Anaerobic,Honey,Brazylia,Latam,light,beans,100,TRUE,TRUE,TRUE,FALSE,TRUE,drip
858,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,dark,ground,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
859,Natural,Natural,Panama,Latam,light,beans,30,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
860,Rum Aged,Fermented,Gwatemala,Latam,light,beans,100,TRUE,FALSE,FALSE,FALSE,FALSE,drip
861,Natural,Natural,Panama,Latam,light,beans,30,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
862,Pulped natural,Hybrid,Nikaragua,Latam,light,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,drip
863,Washed,Washed,Gwatemala,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
864,Washed,Washed,Gwatemala,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
